Tweet,preprocessed,tokenizing,polarity_score,polarity
Presiden menyebut LRT harus segera dioperasikan mengingat tingginya tingkat kemacetan dan polusi udara di wilayah Jabodetabek.  #LRTJabodebek #LRT #Bekasi #DukuhAtas,presiden sebut light rail transit operasi tinggi tingkat macet polusi udara wilayah jabodetabek lrtjabodebek light rail transit bekas dukuhatas,"['presiden', 'sebut', 'light', 'rail', 'transit', 'operasi', 'tinggi', 'tingkat', 'macet', 'polusi', 'udara', 'wilayah', 'jabodetabek', 'lrtjabodebek', 'light', 'rail', 'transit', 'bekas', 'dukuhatas']",-1,negative
Presiden Joko Widodo kembali mencoba LRT Jabodebek rute Bekasi Dukuh Atas bersama dengan sejumlah public figure.   Presiden memastikan LRT Jabodebek siap beroperasi 26 Agustus.  #LRTJabodebek #LRT #Bekasi #DukuhAtas https://t.co/IxyFCYBS81,presiden joko widodo coba light rail transit jabodebek rute bekas dukuh publik figure presiden light rail transit jabodebek operasi agustus lrtjabodebek light rail transit bekas dukuhatas,"['presiden', 'joko', 'widodo', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'rute', 'bekas', 'dukuh', 'publik', 'figure', 'presiden', 'light', 'rail', 'transit', 'jabodebek', 'operasi', 'agustus', 'lrtjabodebek', 'light', 'rail', 'transit', 'bekas', 'dukuhatas']",8,positive
Presiden @jokowi kembali mencoba LRT Jabodebek pada Kamis (10/8/2023) dengan mengajak sejumlah artis dan influencer media sosial. Presiden juga mengatakan akhir bulan Agustus LRT sudah dapat dioperasikan. #jokowidodo #lrt #lrtjabodebek  Download #MetroTVXtend di Play Store dan… https://t.co/05TCk9LhQy,presiden coba light rail transit jabodebek kamis ajak artis influencer media sosial presiden agustus light rail transit operasi jokowidodo light rail transit lrtjabodebek unduh metrotvxtend play store,"['presiden', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'kamis', 'ajak', 'artis', 'influencer', 'media', 'sosial', 'presiden', 'agustus', 'light', 'rail', 'transit', 'operasi', 'jokowidodo', 'light', 'rail', 'transit', 'lrtjabodebek', 'unduh', 'metrotvxtend', 'play', 'store']",15,positive
"Terlihat Desta ikut mengangguk kepala saat Kepala Negara ditanya oleh wartawan. Momen itu dibagikan oleh Aurelie.  Hahaha ada-ada aja ya ulah Botuna"".  #jokowi #presidenjokowi #lrt #ujicobalrt #lrtjabodebek #desta #botuna #aurelie #wawancara #wartawan""",desta angguk kepala kepala negara wartawan momen bagi aurelie haha saja ya ulah botuna jokowi presidenjokowi light rail transit ujicobalrt lrtjabodebek desta botuna aurelie wawancara wartawan,"['desta', 'angguk', 'kepala', 'kepala', 'negara', 'wartawan', 'momen', 'bagi', 'aurelie', 'haha', 'saja', 'ya', 'ulah', 'botuna', 'jokowi', 'presidenjokowi', 'light', 'rail', 'transit', 'ujicobalrt', 'lrtjabodebek', 'desta', 'botuna', 'aurelie', 'wawancara', 'wartawan']",-4,negative
Presiden Bersama para penggiat seni menjajal LRT Jabodebek pagi ini dari Stasiun Jatimulya Bekasi hingga Stasiun Dukuh Atas Jakarta.  #lrtjabodebek  #pengiatseni  #journalindonesia  #journalgoid https://t.co/zv86rzU2d4,presiden giat seni jajal light rail transit jabodebek pagi stasiun jatimulya bekas stasiun dukuh jakarta lrtjabodebek pengiatseni journalindonesia journalgoid,"['presiden', 'giat', 'seni', 'jajal', 'light', 'rail', 'transit', 'jabodebek', 'pagi', 'stasiun', 'jatimulya', 'bekas', 'stasiun', 'dukuh', 'jakarta', 'lrtjabodebek', 'pengiatseni', 'journalindonesia', 'journalgoid']",-3,negative
Sejumlah selebriti dan influencer memadati Stasiun Jatimulya Bekasi Kamis (10/8) pagi ini. Mereka akan menjajal LRT Jabodebek bersama dengan Presiden Joko Widodo.  Baca selengkapnya: https://t.co/G6YqIg3m8Z #Desta #ChelseaIslan #LRTJabodebek #Jokowi #Berita https://t.co/UfK79vIQM8,selebriti influencer padat stasiun jatimulya bekas kamis pagi jajal light rail transit jabodebek presiden joko widodo baca lengkap desta chelseaislan lrtjabodebek jokowi berita,"['selebriti', 'influencer', 'padat', 'stasiun', 'jatimulya', 'bekas', 'kamis', 'pagi', 'jajal', 'light', 'rail', 'transit', 'jabodebek', 'presiden', 'joko', 'widodo', 'baca', 'lengkap', 'desta', 'chelseaislan', 'lrtjabodebek', 'jokowi', 'berita']",-3,negative
Molor lagi pengoperasional lrt jabodebek   #LRT  #lrtjabodebek #Jokowi   https://t.co/swZCtItato,molor operasional light rail transit jabodebek light rail transit lrtjabodebek jokowi,"['molor', 'operasional', 'light', 'rail', 'transit', 'jabodebek', 'light', 'rail', 'transit', 'lrtjabodebek', 'jokowi']",0,neutral
Sempat Disebut Salah Desain Arsitek Jembatan Lengkung LRT Jabodebek di Kuningan Buka Suara  Baca artikel selengkapnya  #arsitek #ArvillaDelitriana #beritapilihan #jembatanlengkungLRTJabodebekKuningan #KartikaWirjoatmodjo #LRTJabodebek #trending #Waki... https://t.co/FaBCIq1Fk3,salah desain arsitek jembatan lengkung light rail transit jabodebek kuningan buka suara baca artikel lengkap arsitek arvilladelitriana beritapilihan jembatanlengkunglrtjabodebekkuningan kartikawirjoatmodjo lrtjabodebek tren wak,"['salah', 'desain', 'arsitek', 'jembatan', 'lengkung', 'light', 'rail', 'transit', 'jabodebek', 'kuningan', 'buka', 'suara', 'baca', 'artikel', 'lengkap', 'arsitek', 'arvilladelitriana', 'beritapilihan', 'jembatanlengkunglrtjabodebekkuningan', 'kartikawirjoatmodjo', 'lrtjabodebek', 'tren', 'wak']",-8,negative
Disebut Salah Desain Uji Coba LRT Jabodebek Ditunda https://t.co/ywWYt88u9c  #LRTJAbodebek #UjiCobaLRT #KartikaWirjoatmodjo,salah desain uji coba light rail transit jabodebek tunda lrtjabodebek ujicobalrt kartikawirjoatmodjo,"['salah', 'desain', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'tunda', 'lrtjabodebek', 'ujicobalrt', 'kartikawirjoatmodjo']",2,positive
#LRTJabodebek  Ketika selesai Si Emen curhat ke bapak 4 anak tersebut kalau hasil kerjaan anak2nya nggak bagus dan bikin repot Si Emen. Tanpa memberikan kesempatan anak2nya untuk menjelaskan si bapak cerita lah ke banyak orang kalau kerjaan anak2nya salah.,lrtjabodebek selesai sih emen curhat anak hasil kerja anak enggak bagus bikin repot sih emen sempat anak sih cerita orang kerja anak salah,"['lrtjabodebek', 'selesai', 'sih', 'emen', 'curhat', 'anak', 'hasil', 'kerja', 'anak', 'enggak', 'bagus', 'bikin', 'repot', 'sih', 'emen', 'sempat', 'anak', 'sih', 'cerita', 'orang', 'kerja', 'anak', 'salah']",-9,negative
#LRTJabodebek Ibarat seorang bapak punya 4 anak: Inka Kai Len Adhi. Mereka mengerjakan tugas kelompok dengan satu teman pertukaran pelajar asing bernama Si Emen. Mereka berbagi tugas...,lrtjabodebek anak inka kau len adhi tugas kelompok teman tukar ajar asing nama sih emen bagi tugas,"['lrtjabodebek', 'anak', 'inka', 'kau', 'len', 'adhi', 'tugas', 'kelompok', 'teman', 'tukar', 'ajar', 'asing', 'nama', 'sih', 'emen', 'bagi', 'tugas']",-13,negative
Hi #SobatLen    Pada 3 Agustus 2023 Bapak Presiden RI Bapak Joko Widodo meninjau kesiapan operasional sekaligus menjajal LRT Jabodebek turut hadir Direktur Operasi PT Len Industri (Persero) Bapak Tazar Marta Kurniawan.   #LRTJabodebek #LRT https://t.co/7p3X59P2yO,hi sobatlen agustus presiden ri joko widodo tinjau kesiap operasional jajal light rail transit jabodebek hadir direktur operasi pt len industri persero tazar marta kurniawan lrtjabodebek light rail transit,"['hi', 'sobatlen', 'agustus', 'presiden', 'ri', 'joko', 'widodo', 'tinjau', 'kesiap', 'operasional', 'jajal', 'light', 'rail', 'transit', 'jabodebek', 'hadir', 'direktur', 'operasi', 'pt', 'len', 'industri', 'persero', 'tazar', 'marta', 'kurniawan', 'lrtjabodebek', 'light', 'rail', 'transit']",3,positive
Beda banget kan dari struktur lain?  #ADHIKarya #WeAreBeyond #LRTJabodebek,beda banget struktur adhikarya wearebeyond lrtjabodebek,"['beda', 'banget', 'struktur', 'adhikarya', 'wearebeyond', 'lrtjabodebek']",1,positive
GRUSAH GRUSUH !!! LRT SALAH DESAIN JOKOWI MINTA DIMAKLUMI https://t.co/xGzw0zFJR7 via @YouTube #lrtsalahdesain #lrtjabodebek #jokowi #bajingantolol #wamentiko,grusah grusuh light rail transit salah desain jokowi maklum via lrtsalahdesain lrtjabodebek jokowi bajingantolol wamentiko,"['grusah', 'grusuh', 'light', 'rail', 'transit', 'salah', 'desain', 'jokowi', 'maklum', 'via', 'lrtsalahdesain', 'lrtjabodebek', 'jokowi', 'bajingantolol', 'wamentiko']",1,positive
Setelah beberapa lama peresmian ditunda akhirnya LRT Jabodebek dikabarkan akan beroperasi mulai 18 Agustus 2023. Namun permasalahan baru mencuat terkait pembangunan longspain yang dinilai salah desain. Kok bisa? ___ #vivacoid #design #infografis #lrt  #lrtjabodebek https://t.co/p0EKoNlZZr,resmi tunda light rail transit jabodebek kabar operasi agustus masalah cuat kait bangun longspain nilai salah desain vivacoid design info grafis light rail transit lrtjabodebek,"['resmi', 'tunda', 'light', 'rail', 'transit', 'jabodebek', 'kabar', 'operasi', 'agustus', 'masalah', 'cuat', 'kait', 'bangun', 'longspain', 'nilai', 'salah', 'desain', 'vivacoid', 'design', 'info', 'grafis', 'light', 'rail', 'transit', 'lrtjabodebek']",0,neutral
Presiden ingin LRT jabodebek tidak terburu-buru dioperasionalkan karena masih ada yang perlu dievaluasi.  #jokowi #lrtjabodebek #ericthohir https://t.co/vW7Ax8tvD1,presiden light rail transit jabodebek buru buru operasional evaluasi jokowi lrtjabodebek ericthohir,"['presiden', 'light', 'rail', 'transit', 'jabodebek', 'buru', 'buru', 'operasional', 'evaluasi', 'jokowi', 'lrtjabodebek', 'ericthohir']",-1,negative
Download #MetroTVXtend sekarang di Play Store dan App store.  #lrt #lrtjabodebek #menhub https://t.co/N0uwjZgR4T,unduh metrotvxtend play store app store light rail transit lrtjabodebek menteri hubung,"['unduh', 'metrotvxtend', 'play', 'store', 'app', 'store', 'light', 'rail', 'transit', 'lrtjabodebek', 'menteri', 'hubung']",-2,negative
Budi menyebut peresmian dapat dilakukan pada 20 atau 30 Agustus. Ia berharap peresmian tetap dapat dilakukan di Agustus.  Pasalnya ia tak memungkiri masih terdapat beberapa kekurangan terutama terkait dengan sistem.  #lrt #lrtjabodebek #menhub,budi sebut resmi agustus harap resmi agustus pasal mungkir kurang kait sistem light rail transit lrtjabodebek menteri hubung,"['budi', 'sebut', 'resmi', 'agustus', 'harap', 'resmi', 'agustus', 'pasal', 'mungkir', 'kurang', 'kait', 'sistem', 'light', 'rail', 'transit', 'lrtjabodebek', 'menteri', 'hubung']",-13,negative
Menteri Perhubungan (Menhub) Budi Karya Sumadi menyebut peresmian Lintas Rel Terpadu (LRT) Jabodebek diperkirakan bakal molor dan batal diresmikan pada 18 Agustus 2023.  #lrt #lrtjabodebek #menhub https://t.co/wN2Q1lwCq4,menteri hubung menteri hubung budi karya sumadi sebut resmi lintas rel padu light rail transit jabodebek molor batal resmi agustus light rail transit lrtjabodebek menteri hubung,"['menteri', 'hubung', 'menteri', 'hubung', 'budi', 'karya', 'sumadi', 'sebut', 'resmi', 'lintas', 'rel', 'padu', 'light', 'rail', 'transit', 'jabodebek', 'molor', 'batal', 'resmi', 'agustus', 'light', 'rail', 'transit', 'lrtjabodebek', 'menteri', 'hubung']",-4,negative
Jokowi Minta Kemanan dan Keselamatan di LRT Jabodebek Harus Diutamakan https://t.co/YNlPnyAz7O #parboaboa #lrtjabodebek #jokowi #metropolitan #transportasiumum,jokowi keman selamat light rail transit jabodebek utama parboaboa lrtjabodebek jokowi metropolitan transportasiumum,"['jokowi', 'keman', 'selamat', 'light', 'rail', 'transit', 'jabodebek', 'utama', 'parboaboa', 'lrtjabodebek', 'jokowi', 'metropolitan', 'transportasiumum']",5,positive
Pengerjaan proyek pembangunan LRT Jakarta Bogor Depok Bekasi (LRT Jabodebek) rupanya menyisakan sejumlah masalah. BZK  #GTVNews #BuletiniNews #News #LRT #ProyekLRT #ProyekLRTSalahDesain #JembatanLRT #Jokowi #LRTJabodebek https://t.co/3sc8MS9Ggk,kerja proyek bangun light rail transit jakarta bogor depok bekas light rail transit jabodebek sisa bzk gtvnews buletininews news light rail transit proyeklrt proyeklrtsalahdesain jembatanlrt jokowi lrtjabodebek,"['kerja', 'proyek', 'bangun', 'light', 'rail', 'transit', 'jakarta', 'bogor', 'depok', 'bekas', 'light', 'rail', 'transit', 'jabodebek', 'sisa', 'bzk', 'gtvnews', 'buletininews', 'news', 'light', 'rail', 'transit', 'proyeklrt', 'proyeklrtsalahdesain', 'jembatanlrt', 'jokowi', 'lrtjabodebek']",-3,negative
Presiden Joko Widodo meminta kesalahan desain beton panjang (longspan) pada Lintas Rel Terpadu (LRT) Jabodebek di Gatot Subroto-Kuningan tidak diperpanjang. Dalihnya kekeliruan lazim terjadi dan ini proyek perdana. #LRTJabodebek #Jokowi #TransportasiUmum https://t.co/iWBQZ47cll,presiden joko widodo salah desain beton longspan lintas rel padu light rail transit jabodebek gatot subroto kuningan panjang dalih keliru lazim proyek perdana lrtjabodebek jokowi transportasiumum,"['presiden', 'joko', 'widodo', 'salah', 'desain', 'beton', 'longspan', 'lintas', 'rel', 'padu', 'light', 'rail', 'transit', 'jabodebek', 'gatot', 'subroto', 'kuningan', 'panjang', 'dalih', 'keliru', 'lazim', 'proyek', 'perdana', 'lrtjabodebek', 'jokowi', 'transportasiumum']",-5,negative
LRT ini diproduksi oleh INKA (PT Industri Kereta Api) dan seluruh konstruksinya dikerjakan oleh kita sendiri.  Selengkapnya ditautan berikut: https://t.co/72POlHAedW  #jokowi #lrt #lrtjabodebek #industrikeretaapi #konstruksi #kesalahan #budikaryasumadi #erickthohir #eramadanicom https://t.co/1IjoOqHsKP,light rail transit produksi inka pt industri kereta api konstruksi lengkap taut jokowi light rail transit lrtjabodebek industrikeretaapi konstruksi salah budikaryasumadi erickthohir eramadanicom,"['light', 'rail', 'transit', 'produksi', 'inka', 'pt', 'industri', 'kereta', 'api', 'konstruksi', 'lengkap', 'taut', 'jokowi', 'light', 'rail', 'transit', 'lrtjabodebek', 'industrikeretaapi', 'konstruksi', 'salah', 'budikaryasumadi', 'erickthohir', 'eramadanicom']",-9,negative
Kerja ke Jakarta Warga Depok Bogor dan Bekasi Diimbau Naik Kereta LRT Jabodebek  #LRTJabodebek #StasiunHarjamukti #Harjamukti #Depok #Bogor #Bekasi #DKIJakarta   https://t.co/iadv6M7Oe4 via @tribunnews,kerja jakarta warga depok bogor bekas imbau kereta light rail transit jabodebek lrtjabodebek stasiunharjamukti harjamukti depok bogor bekas dki jakarta via,"['kerja', 'jakarta', 'warga', 'depok', 'bogor', 'bekas', 'imbau', 'kereta', 'light', 'rail', 'transit', 'jabodebek', 'lrtjabodebek', 'stasiunharjamukti', 'harjamukti', 'depok', 'bogor', 'bekas', 'dki', 'jakarta', 'via']",-2,negative
Hari ini berkesempatan uji coba LRT @lrt_jabodebek bareng Pak @jokowi   Dimulai dari stasiun Harjamukti sampe stasiun Dukuh Atas. Waktu perjalanan sekitar 40 menit. Semoga bisa manjadi salah satu solusi dalam mengurai kemacatan Jakarta  #LRT #LRTJabodebek #indonesiamaju https://t.co/L6T5YB27G0,sempat uji coba light rail transit bareng stasiun harjamukti sampai stasiun dukuh jalan menit moga jadi salah solusi urai kemacatan jakarta light rail transit lrtjabodebek indonesiamaju,"['sempat', 'uji', 'coba', 'light', 'rail', 'transit', 'bareng', 'stasiun', 'harjamukti', 'sampai', 'stasiun', 'dukuh', 'jalan', 'menit', 'moga', 'jadi', 'salah', 'solusi', 'urai', 'kemacatan', 'jakarta', 'light', 'rail', 'transit', 'lrtjabodebek', 'indonesiamaju']",-1,negative
"Presiden Jokowi dan sejumlah pejabat menjajal LRT Kamis (3/8/2023).   Usai menjajal LRT Jokowi mengingatkan bahwa LRT ini adalah yang pertama di Indonesia. Sehingga Jokowi mewajarkan"" jika nantinya pengoperasian LRT itu belum sempurna. &lt  Jokowi #LRT #LRTJabodebek https://t.co/2VCNx7aAtd""",presiden jokowi jabat jajal light rail transit kamis jajal light rail transit jokowi light rail transit indonesia jokowi wajar operasi light rail transit sempurna lt jokowi light rail transit lrtjabodebek,"['presiden', 'jokowi', 'jabat', 'jajal', 'light', 'rail', 'transit', 'kamis', 'jajal', 'light', 'rail', 'transit', 'jokowi', 'light', 'rail', 'transit', 'indonesia', 'jokowi', 'wajar', 'operasi', 'light', 'rail', 'transit', 'sempurna', 'lt', 'jokowi', 'light', 'rail', 'transit', 'lrtjabodebek']",-9,negative
Operasional LRT Jabodebek kemungkinan mundur hingga 30 Agustus 2023 yang semula akan beroperasi mulai 18 Agustus. Hal itu lantaran adanya kesalahan desain long span.  Baca selengkapnya: https://t.co/InirPSlvPh #LRTJabodebek,operasional light rail transit jabodebek mundur agustus operasi agustus lantar salah desain long span baca lengkap lrtjabodebek,"['operasional', 'light', 'rail', 'transit', 'jabodebek', 'mundur', 'agustus', 'operasi', 'agustus', 'lantar', 'salah', 'desain', 'long', 'span', 'baca', 'lengkap', 'lrtjabodebek']",2,positive
Ingin tahu lebih lengkap terkait mode transportasi paling modern untuk warga Jabodebek yakni @lrt_jabodebek ?  Saksikan bincang khusus mengenai LRT JABODEBEK Rabu 2 Agustus 2023 Pukul 10.00 WIB Hanya di Moji  #MojiSeruBanget #lrtjabodebek #SmartTravelLiveBetter https://t.co/qmjTk2VTUh,lengkap kait mode transportasi modern warga jabodebek saksi bincang khusus light rail transit jabodebek rabu agustus waktu indonesia bagi barat moji mojiserubanget lrtjabodebek smarttravellivebetter,"['lengkap', 'kait', 'mode', 'transportasi', 'modern', 'warga', 'jabodebek', 'saksi', 'bincang', 'khusus', 'light', 'rail', 'transit', 'jabodebek', 'rabu', 'agustus', 'waktu', 'indonesia', 'bagi', 'barat', 'moji', 'mojiserubanget', 'lrtjabodebek', 'smarttravellivebetter']",4,positive
Pemerintah Kota Bogor telah menyiapkan segala fasilitas penunjang akses ke calon stasiun LRT Jabodebek di daerah itu. Namun demikian pembangunan LRT Jabodebek ternyata belum sampai ke Bogor.  Baca selengkapnya: https://t.co/BRwtBByjMK #LRTJabodebek #Bogor #Berita https://t.co/vQwjQ64rk3,perintah kota bogor fasilitas tunjang akses calon stasiun light rail transit jabodebek daerah bangun light rail transit jabodebek bogor baca lengkap lrtjabodebek bogor berita,"['perintah', 'kota', 'bogor', 'fasilitas', 'tunjang', 'akses', 'calon', 'stasiun', 'light', 'rail', 'transit', 'jabodebek', 'daerah', 'bangun', 'light', 'rail', 'transit', 'jabodebek', 'bogor', 'baca', 'lengkap', 'lrtjabodebek', 'bogor', 'berita']",-1,negative
Baca Majalah JaKita di https://t.co/mtnyxH5U4z dan follow instagram @majalah.jakita untuk tahu lebih banyak tentang informasi terbaru di Jakarta.  #dkijakarta  #suksesjakartauntukindonesia  #WarnaJakarta #majalahdigitalJaKita  #JaKita #LRTJabodebek #DepoLRTJabodebek,baca majalah jakita follow instagram jakita informasi baru jakarta dki jakarta suksesjakartauntukindonesia warnajakarta majalahdigitaljakita jakita lrtjabodebek depolrtjabodebek,"['baca', 'majalah', 'jakita', 'follow', 'instagram', 'jakita', 'informasi', 'baru', 'jakarta', 'dki', 'jakarta', 'suksesjakartauntukindonesia', 'warnajakarta', 'majalahdigitaljakita', 'jakita', 'lrtjabodebek', 'depolrtjabodebek']",1,positive
Pengumuman LRT Jabodebek Siap Lanjutkan Uji Coba dengan Penumpang  #LRTJabodebek #ujicoba   https://t.co/ZqCd1uo8re,umum light rail transit jabodebek lanjut uji coba tumpang lrtjabodebek ujicoba,"['umum', 'light', 'rail', 'transit', 'jabodebek', 'lanjut', 'uji', 'coba', 'tumpang', 'lrtjabodebek', 'ujicoba']",0,neutral
LRT JABODEBEK 🖤 📍 St. LRT Pancoran #LRTJABODEBEK  #smarttravellivebetter https://t.co/3tyfu2VpQD,light rail transit jabodebek cinta hitam lokasi st light rail transit pancoran lrtjabodebek smarttravellivebetter,"['light', 'rail', 'transit', 'jabodebek', 'cinta', 'hitam', 'lokasi', 'st', 'light', 'rail', 'transit', 'pancoran', 'lrtjabodebek', 'smarttravellivebetter']",-2,negative
Masyarakat kini dapat menggunakan LRT Jabodebek dengan tarif yang telah diintegrasikan sebesar Rp5 ribu untuk 1 kilometer pertama. Dengan adanya LRT kereta cepat jarak jauh masyarakat dapat efisienkan waktu untuk jarak tempuh yang jauh.   #lrtjabodebek #menteriperhubungan… https://t.co/4hdYvIXR3z,masyarakat light rail transit jabodebek tarif integrasi rupiah ribu kilometer light rail transit kereta cepat jarak masyarakat efisien jarak tempuh lrtjabodebek menteriperhubungan,"['masyarakat', 'light', 'rail', 'transit', 'jabodebek', 'tarif', 'integrasi', 'rupiah', 'ribu', 'kilometer', 'light', 'rail', 'transit', 'kereta', 'cepat', 'jarak', 'masyarakat', 'efisien', 'jarak', 'tempuh', 'lrtjabodebek', 'menteriperhubungan']",3,positive
Jika permintaan tersebut tidak dipenuhi B2W tak segan melayangkan protes keras saat peresmian LRT Jabodebek yang dilakukan pada 18 Agustus 2023.  #sepeda #komunitasbiketowork #b2w #lrtjabodebek #parkirsepeda,minta penuh bawa segan layang protes keras resmi light rail transit jabodebek agustus sepeda komunitasbiketowork bawa lrtjabodebek parkirsepeda,"['minta', 'penuh', 'bawa', 'segan', 'layang', 'protes', 'keras', 'resmi', 'light', 'rail', 'transit', 'jabodebek', 'agustus', 'sepeda', 'komunitasbiketowork', 'bawa', 'lrtjabodebek', 'parkirsepeda']",-6,negative
Komunitas Bike To Work (B2W) mendorong pengelola LRT Jabodebek menyediakan sarana parkir sepeda yang aman di stasiun.   #sepeda #komunitasbiketowork #b2w #lrtjabodebek #parkirsepeda https://t.co/5KUYJL4xUC,komunitas bike to work bawa dorong kelola light rail transit jabodebek sedia sarana parkir sepeda aman stasiun sepeda komunitasbiketowork bawa lrtjabodebek parkirsepeda,"['komunitas', 'bike', 'to', 'work', 'bawa', 'dorong', 'kelola', 'light', 'rail', 'transit', 'jabodebek', 'sedia', 'sarana', 'parkir', 'sepeda', 'aman', 'stasiun', 'sepeda', 'komunitasbiketowork', 'bawa', 'lrtjabodebek', 'parkirsepeda']",-2,negative
Hai SohIB!  @kemenhub151 telah menetapkan tarif #LRTJabodebek senilai Rp5.000 untuk 1 km pertama dan Rp700 untuk setiap km berikutnya.  Bisa dikatakan tarif terdekat #LRT Jabodebek adalah minimal Rp5.000 &amp  yg terjauh maks Rp24.000-Rp25.000  #IndonesiaBaik #TarifLRT #Transportasi https://t.co/shOLGZECk2,hai sahabat tetap tarif lrtjabodebek nila rupiah km rupiah km tarif dekat light rail transit jabodebek minimal rupiah amp yang jauh maks rupiah rupiah indonesiabaik tariflrt transportasi,"['hai', 'sahabat', 'tetap', 'tarif', 'lrtjabodebek', 'nila', 'rupiah', 'km', 'rupiah', 'km', 'tarif', 'dekat', 'light', 'rail', 'transit', 'jabodebek', 'minimal', 'rupiah', 'amp', 'yang', 'jauh', 'maks', 'rupiah', 'rupiah', 'indonesiabaik', 'tariflrt', 'transportasi']",-10,negative
untuk menghindari keramaian jalan di waktu berangkat dan pulang kerja.  Jadi bersiap mencoba ya Sobat! Dan berikan komentar pengalaman dan masukkan Sobat!  #ADHIKarya #WeAreBeyond #LRTJabodebek #SoftLaunching,hindar ramai jalan berangkat pulang kerja coba ya sobat komentar alam masuk sobat adhikarya wearebeyond lrtjabodebek softlaunching,"['hindar', 'ramai', 'jalan', 'berangkat', 'pulang', 'kerja', 'coba', 'ya', 'sobat', 'komentar', 'alam', 'masuk', 'sobat', 'adhikarya', 'wearebeyond', 'lrtjabodebek', 'softlaunching']",-4,negative
PT KAI (Persero) mengungkap proyek LRT Jabodebek diprediksi akan balik modal dalam waktu 13 tahun. Sementara investasi proyek tersebut disebut mencapai Rp 322 triliun.⁣ ⁣ Baca selengkapnya di sini &gt &gt  https://t.co/4ndPmJW17m ⁣ #LRTJabodebek https://t.co/1nvbxtiLGB,pt kau persero ungkap proyek light rail transit jabodebek prediksi modal investasi proyek capai rupiah triliun baca lengkap begitu begitu lrtjabodebek,"['pt', 'kau', 'persero', 'ungkap', 'proyek', 'light', 'rail', 'transit', 'jabodebek', 'prediksi', 'modal', 'investasi', 'proyek', 'capai', 'rupiah', 'triliun', 'baca', 'lengkap', 'begitu', 'begitu', 'lrtjabodebek']",1,positive
Top News 2: Kemenhub menghentikan uji coba terbatas LRT Jabodebek mulai Senin (17/7). Penghentian uji coba tersebut karena ada sejumlah hal yang perlu diperbaiki termasuk penyempurnaan pada sistem software.  Baca selengkapnya: https://t.co/doSsK15pyC #LRTJabodebek #Kemenhub,top news kemenhub henti uji coba batas light rail transit jabodebek senin henti uji coba baik sempurna sistem software baca lengkap lrtjabodebek kemenhub,"['top', 'news', 'kemenhub', 'henti', 'uji', 'coba', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'senin', 'henti', 'uji', 'coba', 'baik', 'sempurna', 'sistem', 'software', 'baca', 'lengkap', 'lrtjabodebek', 'kemenhub']",-3,negative
Baca selengkapnya:  #ujicobalrtjabodebek #lrtjabodebek #medcomid  https://t.co/37MJdmSE2E,baca lengkap ujicobalrtjabodebek lrtjabodebek medcomid,"['baca', 'lengkap', 'ujicobalrtjabodebek', 'lrtjabodebek', 'medcomid']",1,positive
Setelah keseluruhan pembaruan software selesai akan dilakukan Trial Run terlebih dahulu pada 21-23 Juli Lalu dilanjutkan Uji Coba Operasional terbatas lagi untuk undangan pada 25 Juli dan umum pada 29 Juli.  #ujicobalrtjabodebek #lrtjabodebek #medcomid,baru software selesai trial run juli lanjut uji coba operasional batas undang juli juli ujicobalrtjabodebek lrtjabodebek medcomid,"['baru', 'software', 'selesai', 'trial', 'run', 'juli', 'lanjut', 'uji', 'coba', 'operasional', 'batas', 'undang', 'juli', 'juli', 'ujicobalrtjabodebek', 'lrtjabodebek', 'medcomid']",0,neutral
Cung yang udah kebagian uji coba LRT Jabodebek?  Uji coba Terbatas LRT Jabodebek akan dihentikan sementara pada 17-20 Juli 2023. Kemenhub dan Kereta Api Indonesia (KAI) selaku operator LRT Jabodebek tengah melakukan perbaikan.  #ujicobalrtjabodebek #lrtjabodebek #medcomid https://t.co/p3vTXG8QSP,cung sudah bagi uji coba light rail transit jabodebek uji coba batas light rail transit jabodebek henti juli kemenhub kereta api indonesia kau operator light rail transit jabodebek baik ujicobalrtjabodebek lrtjabodebek medcomid,"['cung', 'sudah', 'bagi', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'uji', 'coba', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'henti', 'juli', 'kemenhub', 'kereta', 'api', 'indonesia', 'kau', 'operator', 'light', 'rail', 'transit', 'jabodebek', 'baik', 'ujicobalrtjabodebek', 'lrtjabodebek', 'medcomid']",-4,negative
Kami akan lakukan Trial Run pada 21-23 Juli ini lalu dilanjutkan dengan Uji Coba Operasional terbatas lagi untuk undangan pada 25 Juli dan umum pada 29 Juli ujar Risal.  Download #MetroTVExtend sekarang di Google Play Store  #lrt #ujicobaterbataslrt #lrtjabodebek https://t.co/TxEYGMTFIb,laku trial run juli lanjut uji coba operasional batas undang juli juli risal unduh metrotvextend google play store light rail transit ujicobaterbataslrt lrtjabodebek,"['laku', 'trial', 'run', 'juli', 'lanjut', 'uji', 'coba', 'operasional', 'batas', 'undang', 'juli', 'juli', 'risal', 'unduh', 'metrotvextend', 'google', 'play', 'store', 'light', 'rail', 'transit', 'ujicobaterbataslrt', 'lrtjabodebek']",-2,negative
