tweet,cleaned
@worksfess Didikannya militan wkwkw libur pun dsruh keliling buat toping up spv rasa kuli suami w aja cuma brtahan setaun lebih dsni ud gtu pas resign klo gk slah uang insentifnya nyaris gak cair klo gak nyogok org hrd nya dulu wkwkw,dik militan wkwk libur dsruh keliling toping up spv kuli suami tahan taun pas resign salah uang insentif cair sogok orang human resources departement nya wkwk
jadi hrd jalur nyogok anj jelek bgt typingnya,human resources departement jalur sogok anjing jelek keti
work! aku mau nanya serius ada yang pernah pas interview nyogok hrd nya??klo pernah tolong jelasin ngomong nya gmna. udah cape bngt ketolak trus :(,work serius ada pas interview sogok human resources departement nya tolong bicara nya capai tolak
@HlPradana ini mah langsung nyogok HRD ,langsung sogok human resources departement
@arifin34533 Yg dijadiin patokan adalah era dimana nyogok itu biasa Sampe sekarang g diadili bisa jadi karena ybs cuma jalanin perintah negara. Semisal kamu dipecat yg Salah HRD atau perusahaan?,jadi patok era mana sogok adil sangkut janani perintah negara pecat salah human resources departement usaha
@worksfess gak worth mending ikutan bootcamp yg 20jtan sisanya nyogok HRD Perusahaan buat masukin kamu sbg role DS kartap.,worth mending ikut bootcamp jtan sisa sogok human resources departement usaha masuk role ds kartap
@kakaabeide Wkwkwkw Udah kek nyogok mau masuk gawe jalur hrd ,wkwk sogok masuk kerja jalur human resources departement
@lahmbuhto Tgl nnya tgl pengajuan aj baik2 hrd jalur nyogok nih pasti,tanggal nnya tanggal aju human resources departement jalur sogok nih
@ngePopMie klo buat nyogok hrd biar bisa nambah cuti kira kira bisa ngga min?,sogok human resources departement biar tambah cuti min
@tanyakanrl nyogok hrd,sogok human resources departement
@kegblgnunfaedh HRD kek gituan bisa di pidana gak sih keknya banyak banget kasus entar nyogok lah apa lah lewat hrd pasti kalo gini terus orang mau kerja aja harus kenal dan bayar lewat hrd dong bisa di pidana gak sih,human resources departement pidana sih sogok human resources departement orang kerja kenal bayar human resources departement pidana sih
@sbyfess Ya tergantung kalau cari cashback ya bolehlah. Tapi kalau cari karir jangka panjang ini tempat busuk bayangkan masuk aja nyogok gmn nanti naik pangkat atau naik gaji? Nyogok HRD lagi?,ya gantung cari cashback ya cari karir jangka busuk bayang masuk sogok pangkat gaji sogok human resources departement
@convomf Bener bngt bhs mandarin emang wajib di kuasai kalo mau cepet dapet kerja di jaman sekarang Kalo u bisa bhs mandarin ga perlu nyogok lewat hrd Tinggal temuin kepala keamanan (satpam) aja tar dia yg bakalan ngomong sama petingginya Itu jalur paling enak tanpa keluar duit bnyk,bahas mandarin wajib kuasa cepat kerja jaman bahas mandarin sogok human resources departement tinggal temuin kepala aman satpam tar bicara petinggi jalur enak duit
@ZulkifliLubis69 Mau nyogok HRD untuk kerja ya. ,sogok human resources departement kerja ya
@worksfess rekomendasi buat hrd agar menjadi perhatian walaupun setitik. selama kita gak nyogok perusahaan agar kita masuk di perusahaan tsb aman kok nder. gapapaaa. jadi perbanyak relasi kamu yaa semangattttt sender,rekomendasi human resources departement perhati titik sogok usaha masuk usaha aman nder gapapaaa banyak relasi ya semangattttt sender
@sisthaaaaa Aku jg prnah nglmar krj bag IT lwt jobstreet di slh satu PT di daerah industri Serang. Pas lg nunggu di ruang tunggu HRD u/ interview ada orangÂ² dtg ga tau dr mna nanya nyogok berapa? Aku bengong. Pas aku udh ktrima krj trnyta mrk yg krj di bgian produksi rataÂ² nyogok.,nglmar kerja bag it jobstreet salah pt daerah industri serang pas tunggu ruang tunggu human resources departement interview ada orang sogok bengong pas ktrima kerja kerja produksi sogok
@worksfess Hrd nya lulus kuliah nyogok apa gmna dah,human resources departement nya lulus kuliah sogok
2beer! Kepada kalian calon2 orang HRD ini mereka auto blacklist aja lah sekalipun mereka punya koneksi trs nyogok lu pada gak usah diterima https://t.co/WDPX2o3SdN,bir calon orang human resources departement auto daftar hitam koneksi sogok terima
Harus tetap yakin bahwa doa dan usaha gak akan mengkhianati hasil.. Kata temen kantor lama gua yang masuk kerja aja nyogok HRD :))))))),doa usaha khianat hasil teman kantor masuk kerja sogok human resources departement
HRD: apa bakatmu? Pelamar: *buka baju* HRD: BENTAR--ngapain kamu buka baju? mau nyogok saya pakai cara-- Pelamar:,human resources departement bakat lamar buka baju human resources departement bentar buka baju sogok pakai lamar
saat lu ngejob tapi nyogok hrd be like.,ngejob sogok human resources departement be like
Selama nyari kerja gak pernah sih dpt email penolakan sekasar ini. Asli ini HRD terbangsat yg pernah gue liat. Kalo wasting better skip aja. Yg kaya gini jadi staff hrd? Jgn2 dia jd staff hrd nyogok lg ,cari kerja sih email tolak kasar asli human resources departement bangsat lihat wasting better skip staf human resources departement staf human resources departement sogok
kau lulus kuliah nyogok atau begimane bujank?! Kau tengok di jobstreet sana banyak loker tapi aku pun jadi HRD malas lah terima kandidat macam kau. Mungkin nanti kau mati pun kau salahkan pemerintah. BNGCDH kau anak muda,lulus kuliah sogok begimane bujank tengok jobstreet lowong kerja human resources departement malas terima kandidat mati salah perintah bngcdh anak muda
ngaku pekerja tp ketikan gini mirip bocil epep njirr wkwk seneng bgt gw ceng2in rendy otak nano. lu pasti kerja nyogok hrd ya ren.,aku kerja keti bocah cilik epep anjir wkwk senang cengin rendy otak nano kerja sogok human resources departement ya ren
Wow terbaik memang mbaknya. Coba ya mbak HRD.. mohon dibaca ulang itu buku pas jaman kuliah. Mungkin mbaknya lupa.. atau memang kuliahnya nyogok atau gmn saya ga tau :),baik mbak coba ya mbak human resources departement mohon baca ulang buku pas jaman kuliah mbak lupa kuliah sogok
Ini hrd nya jadi hrd nyogok apa gimana deh?,human resources departement nya human resources departement sogok deh
Sy dizolimi oleh atsn sy mgr.hrd sy dan ank buah sy -lbh senior- (yg sedari awal gk prnh trima sy dipilih direksi jd atsn dia) smpe mrk hrs nyogok 5jetong k disnaker biar menang dr sy pdhl bukti SP yg expired sdh diSah kan oleh disnakernya sndiri,zalim atsn mgr human resources departement anak buah senior dar terima pilih direksi atsn sogok jetong k disnaker biar menang bukti sp expired sah disnakernya
@hendrawk Daripada beli sepatu mending uangnya kupake buat nyogok hrd biar dapat kerja ,beli sepatu mending uang pakai sogok human resources departement biar kerja
nyogok HRD kok gocap doang dipanggil kaga di blacklist iya,sogok human resources departement gocap panggil daftar hitam iya
Kaga lah gw nuntut hak yg emg udh ditawarin dari awal mananya yg emosional. Ngomong pler kontol capslock gede2 noh emosional. Kerja yg bener ren kasian gw sama hrd lo. lagian nyogok brp sih.,tuntut hak tawar mana emosional bicara peler kontol capslock gede emosional kerja ren kasihan human resources departement sogok sih
Didepan org org lugu dibelakang eh nyogok hrd anjir wkwk bodor,orang orang lugu eh sogok human resources departement anjir wkwk bodor
@jek___ Beli bakpia buat nyogok hrd,beli bakpia sogok human resources departement
omong2 kocak dh td si hrd baru dia kan bkin praturan buat jaga kesopanan dlm bertutur kata di kantor gt klo ga nnti kena sp 1 gt eh malah dia dluan yg mulai ngomong kasar ngomong anjing malah dia td trs pinter bgt nyogok ank kantor buat diem dibeliin girengan,omong kocak sih human resources departement bikin praturan jaga sopan kantor kena sp eh duluan bicara kasar bicara anjing pintar sogok anak kantor diam beli girengan
@ferascorp Ini pisan teh.. Tetangga aku suaminya HRD di salah satu pabrik.. Katanya banyak kok yang ke rumah mau nyogok biar bisa kerja.. Ceuk aku teh nanaonan coba..,teh tetangga suami human resources departement salah pabrik rumah sogok biar kerja ceuk teh nanaonan coba
Sebenernya interview akhir tu cocok2an user sama pelamar tetep kebutuhan perusahaan itu kapasitas &amp; kapabilitas pelamar sejauh apa bisa nangkep instruksi user kalo akhirnya sealmamater kebetulan aja satu frekuensi. Kalo HRD cuma nyari sealmamater yg beda almamater nyogok gitu?,interview cocok guna lamar butuh usaha kapasitas kapabilitas lamar tangkap instruksi guna almamater frekuensi human resources departement cari almamater beda almamater sogok
15 juta dipake nyogok hrd buat masuk pabrik bisa langsung jadi karyawan tetap,juta pakai sogok human resources departement masuk pabrik langsung karyawan
@boolshittt Nyogok hrd nya ni pasti,sogok human resources departement nya nih
@alpha_pjm Iya kan gua sih simple aja kasar nya nih kalo emang lo gak mau usaha ngapain capekÂ² nyogok hrd lu ngangkang aja atau lu cari sugar daddy aja biar cepet kaya. Jangan kan gua ampe lembur pulang telat aja badan gua penuh sam bekas gigitan dia wkwk,iya sih simple kasar nya nih usaha capai sogok human resources departement kangkang cari sugar daddy biar cepat lembur pulang telat badan penuh bekas gigit wkwk
@tanya2rl Jadi HRD nyogok ya?! Tololnya murni dr DNA,human resources departement sogok ya tolol murni dna
@bhadgalririi Buat nyogok hrd,sogok human resources departement
@ade_sued Ada cara lain buat nyogok hrd + dapet duit pisan iykyk,ada sogok human resources departement duit iykyk
@askmenfess hrd nya nyogok nih kuliahnya,human resources departement nya sogok nih kuliah
#tvOneNews #metrotv #CNNIndonesia #kompastv #iNews #Liputan6SCTV #universitasindonesia sungguh terlalu kata @AndiArief__ masuk ui bisa nyogok dpt gelar deh dokter kardus,sungguh masuk oi sogok gelar deh dokter kardus
Makanya punya keluarga yg jadi penggede kampus biar masuk kampus sudah dijamin sejak kecil gak perlu nyogok nyogok betul teh @__dtm__ ?,keluarga gede kampus biar masuk kampus jamin sogok sogok teh
nyogok hrd pabrik bisa langsung jadi kartap,sogok human resources departement pabrik langsung kartap
@CeritaSebelum @chivreaxx @hrdbacot truee af kalo yg nyogok ketrima terus gabisa kerja yg kena hrd jg wkwk,truee af sogok ketrima kerja kena human resources departement wkwk
@worksfess Yg kesian sih jaman sekarang sangking susahnya cari kerja mau cv ats/non kalo gaada pengalaman yaa gabakal kepanggil kecuali nyogok hrd atau privilige om kerja disana,kasihan sih jaman sangking susah cari kerja cv atsnon ada alam ya panggil kecuali sogok human resources departement privilige om kerja
@SKZ97BANGCHAN lamaran kerja nyogok hrd,lamar kerja sogok human resources departement
@prabowo Chek pabrik2 di sepanjang Citarum n Banjaran Bandung ada permainan utk mencari calon pekerja yg berani nyogok. Buruh dipermainkan 3 bulan 6 bulan diberhentikan dan HRD mencari lg calon karywn yg berani nyogok. Begitu aja terus kasian anak kita,chek pabrik citarum banjaran bandung ada main cari calon kerja berani sogok buruh main henti human resources departement cari calon karywn berani sogok kasihan anak
@medioclubID Lumayan buat nyogok HRD :(,lumayan sogok human resources departement
@rindu_kampungku ketika tidak bisa menjual prestasi seseorang calon karyawanpun berpotensi melakukan perbuatan tipu2 (mulai ijasahnya palsu pengalaman kerja ngarang bebas nyogok HRD dan lain2) pokoknya sampe bisa diterima kerja....,jual prestasi calon karyawanpun potensi buat tipu ijasahnya palsu alam kerja garang bebas sogok human resources departement pokok terima kerja
@18autobase Emang HRD skrng gatau kenapa bisa lulus kuliah dulu nyogok dosennya pake duit sama makanan atau gimana. Itu ipk nya hasil caper atau emang punya skill. Kadang retorika aja gada mereka. Humm,human resources departement lulus kuliah sogok dosen pakai duit makan indeks prestasi kumulatif nya hasil cari perhati skill kadang retorika ada humm
@tanyakanrl cara terbaru nyogok hrd biar lolos seleksi kah min? ,baru sogok human resources departement biar lolos seleksi kah min
@karirfess Move on aja cari perusahan lain. Gausah effort ngadu2 ke disnaker km pasti kalah. Perusahaan itu bisa nyogok brp ratus jt dan km nama kamu bisa aja di spill hrd disnaker ke hrd2 lain which is menghambat karir km,pindah on cari usah effort adu disnaker kalah usaha sogok ratus juta nama spill human resources departement disnaker human resources departement which is hambat karir
@Granitaa_ Nyogok sih mungkin engga. Tapi dia pinter ngomong kali pas interview jadinya ketepu deh itu Hrd,sogok sih pintar bicara kali pas interview tepi deh human resources departement
Bru liat skelas Hrd goblok mkny jgn nyogok tolol,lihat skelas human resources departement goblok sogok tolol
@intanorii Wah juliiid bgt pas baru masuk kuliah dibilang habisin uang mbah &amp; dikatain nanti pulang2 kuliah mlh hamidun lulus kuliah ga langsung kerja dibilang percuma kuliah kerja di pabrik jamu sbg hrd dibilang syg kuliah cuma kerja jd penjual jamu kerja di bank dibilang nyogok hadeeh,juliiid pas masuk kuliah bilang habis uang mbah ejek pulang kuliah hamidun lulus kuliah langsung kerja bilang kuliah kerja pabrik jamu human resources departement bilang sayang kuliah kerja jual jamu kerja bank bilang sogok aduh
@inibukanakuh Nyogok hrd? Pasti ditolak karena dikira menghina si setau saya selama melamar kerja haha,sogok human resources departement tolak hina sih tahu lamar kerja haha
@angjaaayyy setau ku kalopun kerja nyogok pasti udah kerjasama sama lsm sekitar pabrik dan hrd. itu ga seratus 2 ratus tapi jutaan. dan ada lagi sistem kaya kursus/pelatihan selama 3 bulan itupun jutaan harganya..,tahu ku kerja sogok kerja lembaga swadaya masyarakat pabrik human resources departement ratus ratus juta ada sistem kursuspelatihan itu juta harga
@gost_funy @iankanlah Nyogok hrd adalah sebuah usaha:))),sogok human resources departement usaha
itu yg nge bid mending duitnya sumbangin ke gue buat nyogok hrd kerja di pabrik ,nge bid mending duit sumbangin sogok human resources departement kerja pabrik
@Hannaable @AREAJULID nyogok nder biasanya sama org yg Deket sama HRD nya gtu,sogok nder orang human resources departement nya
@Beby__J @barangrusakk @laddyness Pertanyaanku : ini HRD nyogok apa pake ordal? Yg kyk begini dipekerjain ,tanya human resources departement sogok pakai ordal dipekerjain
@apaansisokenal @deryerlangg @needacaf @iqhakim selama bikin skck bisa nyogok mah mana tau efek negative nya coba bikin web catatan kriminal jadi HRD tinggal search id ktp keluar semua catatan kriminalnya baru pada mikir (tp efek sampingnya bakal banyak pengangguran) ,bikin surat terang catat polisi sogok efek negative nya coba bikin web catat kriminal human resources departement tinggal cari id kartu tanda duduk catat kriminal pikir efek samping anggur
@maikelAcung @Mahluk_surgawi Nih atu lagi nyempil aja gaktau orang lagi nyogok HRD apa ? HAH,nih sempil gaktau orang sogok human resources departement ha
Pake ordal tuh mkst nya bcs Tante gue kerja diperusahaan itu jadi HRD nya kan gampang :') Bukan kaya pake ordal tapi bayar nyogok :'v,pakai ordal maksud nya tante kerja usaha human resources departement nya gampang pakai ordal bayar sogok v
@Partono_ADjem HRD ky gitu sumber biang kerok setelah mak banteng menjamurnya yayasan dsb selain krn mak banteng jg krn ordal (HRD) yg mau dpt cuan tnp ngotorin tangan udh mah nyogok klo cakep ditidurin jg tuh sama HRD berdarah kakek sugiono,human resources departement ky sumber biang kerok mak banteng jamur yayasan mak banteng ordal human resources departement cuan kotor tangan sogok cakap tidur human resources departement darah kakek sugiono
@worksfess Aku gitu Pas di fotokopian ketemu hrd. Nolongin bantu datanya yang ilang di fd. Terus di tawarin kerjaan. Kalo aku sih selama bukan karena pengaruh keluarga nyogok atau gratifikasi. Gas aja,pas fotokopi ketemu human resources departement tolong bantu data hilang fd tawarin kerja sih pengaruh keluarga sogok gratifikasi gas
@kkeisfox Buset ndah klo punya temen kantor kaya yongk gw rela nyogok hrd biar bisa satu team ama dia sama req duduk sebelahan,buset teman kantor yongk rela sogok human resources departement biar tim request duduk belah
@convomfs Kedua gue cuma dapet info loker dr temen guenyg kerja disitu. Itupun dia bukan bagian HRD atau skelas managemennya. Gue ngelakuin tahap2 seleksi pada umumnya. Ya balik lagi karna pengalaman dan skill juga. Nggak ada orang dalem nggak good looking apalagi nyogok.,info lowong kerja teman guenyg kerja situ itu human resources departement skelas managemennya tahap seleksi ya alam skill ada orang good looking sogok
@worksfess Kok bisa org kek gitu jdu hrd? Jalur nyogok ya?,orang jdu human resources departement jalur sogok ya
@herairawati @rizzzzzzzzzzzki @hrdbacot Duuuhhh sayang banget! Mesti rajin-rajin nyogok dan muji-muji HRD via IG Story! Hahaha,duuuhhh sayang mesti rajin rajin sogok muji muji human resources departement via instagram cerita haha
Orang dalem bayar 4jt udh gitu abis kontrak emak gue di labrak sama org dalemnya grgr gue comel ktanya bilang ke org lain pdhl di dalem PT tsb nggak ada yg masuk murni kalo ga nyogok! Kecuali om nya HRD atau manager ,orang bayar juta habis kontrak emak labrak orang dalam gara gara comel bilang orang pt ada masuk murni sogok kecuali om nya human resources departement manajer
@bertanyarl gamau belu barang. cuman pengen nyogok hrd SM biar jd staffnya,belu barang sogok human resources departement biar staffnya
@subtanyarl dari pada nyogok mending dipake pelatihan biar makin banyak pengalamannya jd makin dilirik sama hrd,sogok mending pakai latih biar alam lirik human resources departement
@rlthingy Bapak w org hrd. Galak bgt kalo udah masalah kerjaan. Kalo ga tegas ya susah si. Anak buah kerjaannya tidak sesuai seperti yg diharapkan. Blm lagi orang luar sana sini nyogok biar bisa dapet kerja. Emang harus galak kayaknya hehe,orang human resources departement galak kerja ya susah sih anak buah kerja sesuai harap orang sogok biar kerja galak kayak hehe
@BigBradeur_eko salah satu cara nyogok hrd biar jdi tetap :p,salah sogok human resources departement biar p
Laela dr td..kerja..kerja..ntar lg obama dtgRT: @pastyivo: @wawantjs koq bsa kya gtu sih..nyogok hrd yaaahhh????!! *menatap penuuhh kecuriga,laela kerja kerja obama dtgrt sih sogok human resources departement yaaahhh tatap penuuhh curiga
Dimau cm 2.. Dimasukin org dalem n yg nyogok uda abis kuota buat umum.. At least minimal kudu 10 kuota.. Phitungan ky gt kata org yg d hrd,mau masuk orang sogok habis kuota at least minimal kuota phitungan ky orang human resources departement
Koooooooo. Tau dax? Wkwkwk @santicina: Dih cepet banget lu?nyogok HRD lu ya haa RT @tegikguk: Udaaaaaaaaaaaaaaaah lah yang sabar yaaaa teman,koooooooo dax wkwk ih cepat sogok human resources departement ya ha rt udaaaaaaaaaaaaaaaah sabar ya teman
Nyogok HRD pst.. RT @alphirani: Main belakang berarti tuhhhh RT @brahmaaaa: Permainan spt itali msk final??sungguh tidak pantas permaina,sogok human resources departement rt main tuhhhh rt main surat pemberitahuan tahun italia masuk final sungguh permaina
nyogok hrd nya fik ahhahaah RT @fikrimuhammad: Wih mantepp gmn carany git? RT @agitatata: @fikrimuhammad di bank bumi arta fik..,sogok human resources departement nya fik ahhahaah rt wih mantap carany git rt bank bumi arta fik
@Viena_Insakh @dwiriwayati siapkan dulu 10 juta. Uang nyogok HRD. Hahahaha. Wkwkwk.,siap juta uang sogok human resources departement haha wkwk
Boleh brp M?? @Lyn_erlyn: Sy nyogok lah bu RT @mukumumu: SP 5 buat km.. @Lyn_erlyn: Kabuuur..ibu hrd dtg..haha --Â» RT @mukumumu: Blg (cont),sogok bu rt sp kabuuur human resources departement haha rt bilang cont
Nyogok iki RT @wilicatur: Jika HOD &amp; HRD pun acuh! GM pun tak tembusi ae :),sogok rt hod human resources departement acuh gm tembus
HÉ‘HÉ‘HÉ‘ RT @ReyliaRey: Lagian ya...kenapa sih penyelenggara bazaar itu tau aja klo orang udah gajian....pasti nyogok hrd deh ini sih.....,h h h rt ya sih selenggara bazaar orang gaji sogok human resources departement deh sih
Hmmm mau nyogok ibu hrd y?! RT @DienovitaRetno: Emmm yg mana y saya kolup hahahaa @iduyberkah: hai hai hai gmn ... http://t.co/1SOgxEip,hmmm sogok human resources departement iya rt emmm iya kolup haha hai hai hai
Ini HRD lulusan dr mana.? Telat 1 menit terakumulasi jd 1 jam..nyogok dlu kurasa lulus-y,human resources departement lulus telat menit akumulasi jam sogok lulus iya
Mba muka lo cantik tp otak lo kosong mau masuk mugari tp d tolak malah maksa nyogok org HRD ttp gak d trima..malu'a kya apa tuh?maksa si lo,mbak muka cantik otak kosong masuk mugari tolak paksa sogok orang human resources departement terima malu a paksa sih
Heh enak ajah..!! RT @FerdyaErwin: nyogok hrd nya fik ahhahaah RT @fikrimuhammad: Wih mantepp gmn carany git?,he enak rt sogok human resources departement nya fik ahhahaah rt wih mantap carany git
Dan si aca2 nyogok dg delivery mc d *hrd no holiday,sih aca sogok delivery mc human resources departement no holiday
@wawantjs koq bsa kya gtu sih..nyogok hrd yaaahhh????!! *menatap penuuhh kecurigaan*,sih sogok human resources departement yaaahhh tatap penuuhh curiga
Ah nyogok niy pastiiii.. RT @elisaayubudiman: Trnyt user dan hrd'ny anak atma smua dan marsudirin.. Wakaka.. ... http://t.co/IUQ2gIJ3,ah sogok nih pastiiii rt guna human resources departement nya anak atma marsudirin wkwk
â†’ @isyanabagoesuha dia menghadap HRD nyogok kopi... -____- gak kompeten beud...,hadap human resources departement sogok kopi kompeten
Yoyoiii... Jd itu nyogok ato emg wajib bayar ?? RT @chriseldaica: Make it permanen! RT @aurelianovia: Otw snayan. Smoga HRD masi buka. Amin,yoyoiii sogok wajib bayar rt pakai it permanen rt on the way snayan moga human resources departement buka amin
Pake BB Dakota om :| RT @newsplatter: Emang jaman sekarang nyogok bokap cewek gebetan pake apa tuips? (Martabak gw dicela jadul),pakai bb dakota om rt jaman sogok ayah cewek gebetan pakai tuips martabak cela jadul
@worksfess Temen-temen yang mau info loker cek pinned tweet mimin yah ,teman teman info lowong kerja cek pinned twit admin ya
@worksfess gue gaada kepikiran pengen jadi pns cuma kok penasaran sm test nya ya,ada pikir pegawai negeri sipil penasaran tes nya ya
@worksfess Nyoba nggak ya? ,coba ya
@worksfess Belom buka gila gua kaget,buka gila kaget
@worksfess dicoba aja lagi wkwkw siapa tau jodoh dan sistemnya udh diperbaiki tanpa ada org dalem wkwkwkw,coba wkwk jodoh sistem baik ada orang wkwk
@worksfess Big no chuaks dont waste your time tp kalo belom pernah bisa dicoba wkaka,no chuaks do not waste your time coba wkaka
@worksfess Percuma dibuka kalau prodinya terbatas,buka prodinya batas
@worksfess Daftar untuk menyenangkan hati anak titipan para atasan kan kalo masuk gitu aja nanti gak enak sama yg lain,daftar senang hati anak titip atas masuk enak
@worksfess Yank @0X1CM,sayang
@worksfess link,link
@worksfess Info ORANG DALEM,info orang
@worksfess loh udah ga ada wawancara n mcu?,ada wawancara medical check up
@worksfess Setelah ngeliat thread ada yg lulus semua tahapan tapi besoknya dapet email ga lolos makin rendah harapannya ,thread ada lulus tahap besok email lolos rendah harap
@worksfess yang kemaren aja banyak kasus udah dibuka yang baru lagi ae,kemarin buka
@worksfess jurusan pendidikan pasti dikecualikan,jurus didik kecuali
@worksfess Kalo rekrutmen bumn maks umur berapa ya ?,rekrutmen badan usaha milik negara maks umur ya
@worksfess takut kek kemaren yg udh lolos malah dicancel,takut kemarin lolos dicancel
@worksfess @jeekkkiiii,
@worksfess @berasduaputra pak,
@worksfess BUMN? Gak dulu deh. Yang kemarin udah mengecewakan,badan usaha milik negara deh kemarin kecewa
@worksfess noh ada bangga banget masuk bumn sampe bikin tips masuk bumn taunya masuk karna bapaknya,ada bangga masuk badan usaha milik negara bikin tips masuk badan usaha milik negara tahu masuk bapak
@worksfess KAN UDAH DIBERI TAHU JIKA REKRUTBER ATAU JOBFESS ATAU APALAH NAMANAYA ITU CUMA GIMMICKS TETAP ORDAL YANG MENANG,rekrutber jobfess apa namanaya gimmicks ordal menang
@worksfess Keep my word THE REAL POWER IS ORDAL #NoDebat,keep my word the real power is ordal
@worksfess Udh ngerti kan kenapa bumn kita banyak hutang wkwkkwkw,erti badan usaha milik negara hutang wkwk
@worksfess intinya sih yg punya orang dalem yg bisa kerja disitu nder sakit hati sih ,inti sih orang kerja situ nder sakit hati sih
@worksfess Gimana tuh @DoniDolo,
@worksfess Seharusnya perusahaan milik negara bukan perusahaan milik keluarga. Indahnya Indonesia ku,usaha milik negara usaha milik keluarga indah indonesia ku
@worksfess alhamdulillah untung aku gak ngikutin ya Allah dan sekarang udah sama direktur yang superduper baik bgt bgt alhamdulillah semoga aku bisa mencapai target yg dikasih beliau aamiin,alhamdulillah untung ikut ya allah direktur superduper alhamdulillah moga capai target kasih beliau amin
@worksfess jd trust issue,trust isu
@worksfess yaa uang yg berbicara ,ya uang bicara
@worksfess pendaftaran cuma bbrp hari. keliatan kan ini cuma buat masukin titipan aja,daftar masuk titip
@worksfess Setau saya memang bumn2 non banm di induk (organik) sudah diorder memang 0 growth alias tidak ada rekrutment sdm baru hanya saja rekrutment sekarang utk ngisi posisi2 di anak/cucu perusahaan ya jatuhnya memang formalitas aja,tahu badan usaha milik negara non banm induk organik order growth alias ada rekrutment sumber daya manusia rekrutment isi posisi anakcucu usaha ya jatuh formalitas
@worksfess Kocak dan haru. Yaaa begitu lah. Sebagian orang diluar sana mengatakan Bumn itu perusahaan keluarga. ,kocak ya orang badan usaha milik negara usaha keluarga
@worksfess anjir ternyata suudzon gue selama ini bener.. karna rekrutmen nya kurasa goib ,anjir suuzan rekrutmen nya gaib
@worksfess gilakkk,gilakkk
@worksfess Orang dalem jangankan bumn sekelas instansi pusat aja blak an wkwkwk saksi sendiri soalnya,orang badan usaha milik negara kelas instansi pusat blak an wkwk saksi
@worksfess Sistem indo emang kyk taheee.,sistem indonesia taheee
@worksfess Keren,keren
@worksfess Xixixixixi,xixixixixi
@worksfess Ngelamar jadi pegawai nagita slavina aja dah gue ,ngelamar pegawai nagita slavina
@worksfess Rekrutmen BUMN itu ada 3 pertama jatah keluarga karyawan (biasanya ga ada pengumuman) kedua campus hiring (datang ke tiap kampus top di kota tsb) ketiga FHCI yang masih bisa dititipin juga ,rekrutmen badan usaha milik negara ada jatah keluarga karyawan ada umum kampus hiring kampus top kota tiga fhci dititipin
@worksfess nih bener bener gatau ya. kakak sepupu aku alumni fhci 2019 itu dia murni gak pake ordal dan lolos sampe akhirnya jadi kartap. orang tuanyapun bukan dari bumn. gatau knp yg batch 2022 ajur bener deh sistemnya,nih ya kakak sepupu alumni fhci murni pakai ordal lolos kartap orang tua badan usaha milik negara batch ajur deh sistem
@worksfess Suami ikut tes kmrin..seleksi admin gak lolos..yg lolos ternyata mayoritas yg sdh jadi tenaga kontrak disana..terus kenapa harus open public rekrutmen nya,suami tes kemarin seleksi admin lolos lolos mayoritas tenaga kontrak open publik rekrutmen nya
@worksfess Ini salah satu problem di Indonesia berharap suatu saat ada orang yg punya project memperbaiki transparasi di bum*. Kasian yang udah mengeluarkan waktu tenaga dan biaya untuk proses seleksi tapi ternyata hanya untuk formalitas ,salah problem indonesia harap ada orang proyek baik transparasi bum kasihan keluar tenaga biaya proses seleksi formalitas
@worksfess @yaabodoamat,
@worksfess Hmm sbnrnya udah rahasia umum ga si.. kan udah tau tu ujung2nya bgtu kenapa masih pada rame bgt yg minat yak? Saingan dari awal dengan beribu2 orang jelas tenaga terkuras. tapi drpada bitter yuk mending bangkit cari opportunity lain nder.,hem rahasia sih ujung ramai minat ya saing ibu orang tenaga kuras bitter yuk mending bangkit cari opportunity nder
@worksfess dunia kan tempat buat diuji ga heran si kalo ada yg ga adil begini. cuma tetep kaget aja kok ada manusia modelan kayak gitu wkwk,dunia uji heran sih ada adil kaget ada manusia model wkwk
@worksfess Keknya banyakan rekrutmen di Indo kek gitu deh lebih mentingin orang dalam gk hanya bumn bahkan yg swasta jg ada yg pake ordal apalagi lembaganya pemerintah jadi ya kalau gk lolos anggep aja rizki kita bukan di tempat itu dan tetap semangat cari rizki di tempat lain.,banyak rekrutmen indonesia deh mentingin orang badan usaha milik negara swasta ada pakai ordal lembaga perintah ya lolos anggap rizki semangat cari rizki
@worksfess Adik gw 2x cpns. Pertama di kemensultan udah sampe mcu tiba2 gak lolos nilai mcu anjlok pdhl dinyatakan sehat. Kedua di senayan tempat dia magang yg ngetes atasan dia juga. Sampe tahap akhir tiba2 nilai anjlok. Nanya ke atasan katanya nilai paling gede. Direvisi keterima.,adik x calon pegawai negeri sipil sultan medical check up lolos nilai medical check up anjlok nyata sehat senayan magang ketes atas tahap nilai anjlok atas nilai gede revisi terima
@worksfess Nih bahan @Selaoktaviyati,nih bahan
@worksfess Smngt jgn pantang lelah yakininn banyak ibadah juga. Banyak ngadu ke Allah ,semangat pantang lelah yakininn ibadah adu allah
@worksfess @missedaway,
@worksfess gila emang ya :) ordal ordal. kyk kalian jatuhnya buang-buang waktu tenaga dan pikiran banget ,gila ya ordal ordal jatuh buang buang tenaga pikir
